"time", "elapsed time", "level", "heartrate", "speed", "spm", "power", "distance", "cals"
"2021-03-29 01:04:55.655333", 1130, 1, 0, 187, 29, 54, 3085, 156.47454795020863
"2021-03-29 01:04:57.763346", 1133, 1, 0, 190, 28, 51, 3090, 156.75728604544673
"2021-03-29 01:04:59.760054", 1135, 1, 0, 186, 29, 55, 3096, 157.03832052820536
"2021-03-29 01:05:01.852646", 1137, 1, 0, 191, 29, 50, 3101, 157.31015960866512
"2021-03-29 01:05:03.864936", 1139, 1, 0, 192, 30, 49, 3106, 157.57071516422067
"2021-03-29 01:05:05.957539", 1141, 1, 0, 183, 29, 57, 3112, 157.8563473481287
"2021-03-29 01:05:07.954014", 1143, 1, 0, 188, 30, 52, 3117, 158.1230140147954
"2021-03-29 01:05:10.062196", 1145, 1, 0, 188, 29, 53, 3123, 158.40002550904825
"2021-03-29 01:05:12.250517", 1147, 1, 0, 195, 27, 47, 3129, 158.68582797818405
"2021-03-29 01:05:14.358846", 1149, 1, 0, 193, 29, 49, 3134, 158.95479349542543
"2021-03-29 01:05:16.563048", 1151, 1, 0, 200, 28, 43, 3139, 159.22265063828257
"2021-03-29 01:05:18.655688", 1153, 1, 0, 196, 28, 47, 3145, 159.4964601620921
"2021-03-29 01:05:20.763771", 1156, 1, 0, 192, 29, 50, 3150, 159.76657510462084
"2021-03-29 01:05:22.856335", 1158, 1, 0, 193, 29, 49, 3156, 160.0361153345059
"2021-03-29 01:05:25.060425", 1160, 1, 0, 187, 28, 54, 3161, 160.32421057260115
"2021-03-29 01:05:27.153004", 1162, 1, 0, 187, 29, 53, 3167, 160.6017967794977
"2021-03-29 01:05:29.261331", 1164, 1, 0, 191, 28, 50, 3173, 160.8827491604501
"2021-03-29 01:05:31.449631", 1166, 1, 0, 198, 27, 45, 3178, 161.16299607403033
"2021-03-29 01:05:33.557833", 1168, 1, 0, 194, 29, 48, 3183, 161.43023745334068
"2021-03-29 01:05:35.666069", 1170, 1, 0, 190, 29, 51, 3189, 161.70380067173147
"2021-03-29 01:05:37.758500", 1173, 1, 0, 184, 29, 56, 3195, 161.9871340050648
"2021-03-29 01:05:39.755013", 1175, 1, 0, 185, 29, 55, 3200, 162.2687432004671
"2021-03-29 01:05:41.863288", 1177, 1, 0, 187, 29, 53, 3206, 162.54632940736366
"2021-03-29 01:05:43.955966", 1179, 1, 0, 185, 28, 55, 3211, 162.83799607403031
"2021-03-29 01:05:46.064171", 1181, 1, 0, 190, 29, 51, 3217, 163.11040986713377
"2021-03-29 01:05:48.156719", 1183, 1, 0, 187, 29, 53, 3222, 163.388570786674
"2021-03-29 01:05:50.153306", 1185, 1, 0, 186, 29, 55, 3228, 163.66903055678893
"2021-03-29 01:05:52.261561", 1187, 1, 0, 186, 29, 55, 3233, 163.95006503954755
"2021-03-29 01:05:54.258216", 1189, 1, 0, 183, 30, 57, 3239, 164.2256205951031
"2021-03-29 01:05:56.350692", 1191, 1, 0, 180, 30, 60, 3244, 164.50728726176976
"2021-03-29 01:05:58.458877", 1193, 1, 0, 185, 28, 55, 3250, 164.7983586903412
"2021-03-29 01:06:00.567056", 1195, 1, 0, 192, 28, 49, 3256, 165.07752535700786
"2021-03-29 01:06:02.548072", 1197, 1, 0, 180, 30, 60, 3261, 165.35808091256342
"2021-03-29 01:06:04.656197", 1199, 1, 0, 191, 28, 50, 3267, 165.64022376970627
"2021-03-29 01:06:06.860452", 1202, 1, 0, 193, 28, 49, 3272, 165.9187951982777
"2021-03-29 01:06:08.952837", 1204, 1, 0, 198, 28, 45, 3278, 166.19022376970628
"2021-03-29 01:06:11.061076", 1206, 1, 0, 197, 29, 45, 3283, 166.45229273522352
"2021-03-29 01:06:13.153673", 1208, 1, 0, 198, 28, 45, 3288, 166.7237213066521
"2021-03-29 01:06:15.357752", 1210, 1, 0, 195, 28, 47, 3294, 166.9987213066521
"2021-03-29 01:06:17.354273", 1212, 1, 0, 191, 29, 50, 3299, 167.2699856744682
"2021-03-29 01:06:19.558468", 1214, 1, 0, 200, 28, 44, 3305, 167.53843805542056
"2021-03-29 01:06:21.666688", 1216, 1, 0, 195, 29, 47, 3310, 167.80395529679987
"2021-03-29 01:06:23.855179", 1219, 1, 0, 210, 27, 38, 3315, 168.0687701116147
"2021-03-29 01:06:26.059041", 1221, 1, 0, 203, 28, 42, 3321, 168.33365106399566
"2021-03-29 01:06:28.151897", 1223, 1, 0, 201, 28, 43, 3326, 168.60031773066234
"2021-03-29 01:06:30.260036", 1225, 1, 0, 195, 29, 47, 3331, 168.86640968468532
"2021-03-29 01:06:32.368276", 1227, 1, 0, 191, 29, 50, 3337, 169.13824876514508
"2021-03-29 01:06:34.364778", 1229, 1, 0, 191, 29, 50, 3342, 169.41008784560483
"2021-03-29 01:06:36.553197", 1231, 1, 0, 199, 28, 45, 3347, 169.68032594084292
"2021-03-29 01:06:38.661414", 1233, 1, 0, 202, 28, 42, 3353, 169.94520689322388
"2021-03-29 01:06:40.658138", 1235, 1, 0, 188, 30, 52, 3358, 170.21187355989056
"2021-03-29 01:06:42.654608", 1237, 1, 0, 182, 31, 58, 3363, 170.48122839860025
"2021-03-29 01:06:44.651463", 1239, 1, 0, 190, 30, 51, 3369, 170.74511728748914
"2021-03-29 01:06:46.759286", 1242, 1, 0, 190, 29, 51, 3374, 171.01810579323626
"2021-03-29 01:06:48.852105", 1244, 1, 0, 190, 29, 51, 3379, 171.29109429898338
"2021-03-29 01:06:50.864322", 1246, 1, 0, 193, 29, 48, 3385, 171.5589103909374
"2021-03-29 01:06:52.956765", 1248, 1, 0, 194, 28, 48, 3390, 171.83510086712786
"2021-03-29 01:06:55.160902", 1250, 1, 0, 189, 29, 52, 3396, 172.1103882234497
"2021-03-29 01:06:57.253490", 1252, 1, 0, 200, 28, 44, 3401, 172.37824536630683
"2021-03-29 01:06:59.361548", 1254, 1, 0, 199, 28, 45, 3406, 172.6484834615449
"2021-03-29 01:07:01.358316", 1256, 1, 0, 179, 30, 61, 3412, 172.93126123932268
"2021-03-29 01:07:03.355075", 1258, 1, 0, 180, 30, 60, 3417, 173.21292790598935
"2021-03-29 01:07:05.351668", 1260, 1, 0, 180, 30, 60, 3423, 173.4934834615449
"2021-03-29 01:07:07.459720", 1262, 1, 0, 192, 29, 50, 3428, 173.76417311671733
"2021-03-29 01:07:09.648290", 1264, 1, 0, 208, 27, 39, 3434, 174.03207435128522
"2021-03-29 01:07:11.660448", 1266, 1, 0, 193, 30, 49, 3439, 174.2920743512852
"2021-03-29 01:07:13.753058", 1269, 1, 0, 179, 30, 61, 3445, 174.5759632401741
"2021-03-29 01:07:15.861143", 1271, 1, 0, 193, 28, 49, 3450, 174.85453466874554
"2021-03-29 01:07:17.953730", 1273, 1, 0, 194, 28, 48, 3455, 175.130725144936
"2021-03-29 01:07:20.046321", 1275, 1, 0, 203, 28, 42, 3461, 175.39560609731697
"2021-03-29 01:07:22.265858", 1277, 1, 0, 190, 28, 51, 3466, 175.6789394306503
"2021-03-29 01:07:24.454409", 1279, 1, 0, 189, 28, 52, 3472, 175.96346324017412
"2021-03-29 01:07:26.658773", 1281, 1, 0, 209, 27, 38, 3477, 176.2301299068408
"2021-03-29 01:07:28.766932", 1284, 1, 0, 202, 28, 43, 3483, 176.49620133541222
"2021-03-29 01:07:30.955433", 1286, 1, 0, 203, 28, 42, 3488, 176.7598918116027
"2021-03-29 01:07:33.063438", 1288, 1, 0, 195, 29, 47, 3493, 177.02598376562568
"2021-03-29 01:07:35.155931", 1290, 1, 0, 198, 29, 45, 3499, 177.28690330585556
"2021-03-29 01:07:37.056816", 1292, 1, 0, 180, 31, 60, 3504, 177.55840868219966
"2021-03-29 01:07:39.053381", 1294, 1, 0, 181, 30, 59, 3510, 177.8378531266441
"2021-03-29 01:07:41.050094", 1296, 1, 0, 180, 31, 60, 3515, 178.1104337718054
"2021-03-29 01:07:43.062244", 1298, 1, 0, 183, 30, 57, 3520, 178.3854337718054
"2021-03-29 01:07:45.154895", 1300, 1, 0, 191, 29, 51, 3526, 178.65784756490885
"2021-03-29 01:07:47.247413", 1302, 1, 0, 192, 29, 50, 3531, 178.92853722008127
"2021-03-29 01:07:49.355643", 1304, 1, 0, 192, 28, 49, 3537, 179.20770388674794
"2021-03-29 01:07:51.655713", 1306, 1, 0, 204, 26, 41, 3542, 179.49167824572228
"2021-03-29 01:07:53.748332", 1309, 1, 0, 198, 29, 45, 3548, 179.75317249859586
"2021-03-29 01:07:55.856489", 1311, 1, 0, 201, 28, 43, 3553, 180.02043440335777
"2021-03-29 01:07:57.948779", 1313, 1, 0, 189, 29, 52, 3558, 180.2962964723233
"2021-03-29 01:08:00.057193", 1315, 1, 0, 194, 29, 48, 3564, 180.56296313898997
"2021-03-29 01:08:02.149643", 1317, 1, 0, 193, 28, 49, 3569, 180.84093932946615
"2021-03-29 01:08:04.258073", 1319, 1, 0, 189, 29, 52, 3575, 181.1156519731443
"2021-03-29 01:08:06.350558", 1321, 1, 0, 192, 28, 49, 3580, 181.39481863981098
"2021-03-29 01:08:08.458627", 1323, 1, 0, 199, 29, 44, 3586, 181.65458875475352
"2021-03-29 01:08:10.551225", 1325, 1, 0, 204, 28, 41, 3591, 181.91768399284877
"2021-03-29 01:08:12.659471", 1327, 1, 0, 190, 30, 51, 3596, 182.18157288173765
"2021-03-29 01:08:14.751920", 1330, 1, 0, 203, 28, 42, 3601, 182.4464538341186
"2021-03-29 01:08:16.860158", 1332, 1, 0, 194, 28, 48, 3607, 182.72323954840434
"2021-03-29 01:08:18.952689", 1334, 1, 0, 195, 29, 47, 3612, 182.98875678978365
"2021-03-29 01:08:21.060948", 1336, 1, 0, 196, 29, 46, 3617, 183.25254989323193
"2021-03-29 01:08:23.153498", 1338, 1, 0, 199, 28, 44, 3623, 183.52159751227956
"2021-03-29 01:08:25.357607", 1340, 1, 0, 197, 28, 46, 3628, 183.79481179799384
"2021-03-29 01:08:27.354197", 1342, 1, 0, 193, 29, 49, 3633, 184.06377731523523
"2021-03-29 01:08:29.462214", 1344, 1, 0, 196, 29, 47, 3639, 184.32871984397087
"2021-03-29 01:08:31.459022", 1346, 1, 0, 183, 31, 57, 3644, 184.59538651063755
"2021-03-29 01:08:33.455626", 1348, 1, 0, 191, 29, 50, 3650, 184.86665087845364
"2021-03-29 01:08:35.548255", 1350, 1, 0, 190, 29, 51, 3655, 185.14078880948813
"2021-03-29 01:08:37.752322", 1353, 1, 0, 195, 28, 47, 3660, 185.41638404758336
"2021-03-29 01:08:39.748989", 1355, 1, 0, 183, 30, 57, 3666, 185.69305071425003
"2021-03-29 01:08:41.857172", 1357, 1, 0, 190, 29, 51, 3671, 185.96603921999716
"2021-03-29 01:08:43.949748", 1359, 1, 0, 191, 29, 50, 3677, 186.2378783004569
"2021-03-29 01:08:45.946401", 1361, 1, 0, 192, 29, 49, 3682, 186.50799324298566
"2021-03-29 01:08:48.054663", 1363, 1, 0, 192, 29, 49, 3688, 186.77753347287072
"2021-03-29 01:08:50.051024", 1365, 1, 0, 186, 30, 55, 3693, 187.04864458398183
"2021-03-29 01:08:52.159404", 1367, 1, 0, 179, 29, 61, 3699, 187.341173319614
"2021-03-29 01:08:54.251855", 1369, 1, 0, 187, 30, 54, 3704, 187.61061776405845
"2021-03-29 01:08:56.248392", 1371, 1, 0, 186, 29, 54, 3710, 187.8905028215297
"2021-03-29 01:08:58.356515", 1373, 1, 0, 181, 28, 59, 3715, 188.18931234533923
"2021-03-29 01:09:00.449194", 1375, 1, 0, 194, 29, 48, 3721, 188.4559790120059
"2021-03-29 01:09:02.445930", 1377, 1, 0, 179, 30, 61, 3726, 188.7398679008948
"2021-03-29 01:09:04.554127", 1379, 1, 0, 176, 30, 64, 3732, 189.0287567897837
"2021-03-29 01:09:06.550777", 1381, 1, 0, 178, 29, 62, 3738, 189.3230096633469
"2021-03-29 01:09:08.658972", 1383, 1, 0, 177, 29, 63, 3744, 189.6207108127722
"2021-03-29 01:09:10.847342", 1386, 1, 0, 190, 28, 51, 3750, 189.9034489080103
"2021-03-29 01:09:12.859559", 1388, 1, 0, 184, 30, 57, 3755, 190.1784489080103
"2021-03-29 01:09:15.159738", 1390, 1, 0, 204, 27, 41, 3761, 190.4506711302325
"2021-03-29 01:09:17.252299", 1392, 1, 0, 194, 28, 48, 3766, 190.72805208261346
"2021-03-29 01:09:19.360439", 1394, 1, 0, 199, 28, 45, 3771, 190.99829017785154
"2021-03-29 01:09:21.357078", 1396, 1, 0, 191, 30, 50, 3776, 191.26106795562933
"2021-03-29 01:09:23.449326", 1398, 1, 0, 186, 29, 55, 3782, 191.54152772574426
"2021-03-29 01:09:25.557665", 1400, 1, 0, 186, 29, 54, 3788, 191.82141278321552
"2021-03-29 01:09:27.554272", 1402, 1, 0, 191, 29, 50, 3793, 192.0926771510316
"2021-03-29 01:09:29.662443", 1404, 1, 0, 181, 30, 59, 3799, 192.37212159547605
"2021-03-29 01:09:31.659097", 1406, 1, 0, 188, 29, 52, 3804, 192.64798366444157
"2021-03-29 01:09:33.751618", 1409, 1, 0, 180, 29, 60, 3810, 192.9387882621427
"2021-03-29 01:09:35.859937", 1411, 1, 0, 180, 28, 60, 3816, 193.23997873833318
"2021-03-29 01:09:37.856501", 1413, 1, 0, 176, 30, 65, 3821, 193.52997873833317
"2021-03-29 01:09:39.853110", 1415, 1, 0, 170, 31, 71, 3827, 193.82245185661273
"2021-03-29 01:09:41.961387", 1417, 1, 0, 181, 29, 59, 3833, 194.11153231638284
"2021-03-29 01:09:44.053715", 1419, 1, 0, 179, 28, 61, 3839, 194.4156989830495
"2021-03-29 01:09:46.050519", 1421, 1, 0, 176, 30, 64, 3844, 194.70514342749397
"2021-03-29 01:09:48.062813", 1423, 1, 0, 175, 30, 65, 3850, 194.99681009416062
"2021-03-29 01:09:50.043765", 1425, 1, 0, 169, 29, 73, 3856, 195.31290204818362
"2021-03-29 01:09:52.056017", 1427, 1, 0, 172, 31, 68, 3862, 195.60053645678576
"2021-03-29 01:09:54.260260", 1429, 1, 0, 183, 28, 58, 3868, 195.89696502821434
"2021-03-29 01:09:56.352821", 1431, 1, 0, 188, 29, 53, 3873, 196.1739765224672
"2021-03-29 01:09:58.349412", 1433, 1, 0, 186, 29, 55, 3879, 196.45501100522583
"2021-03-29 01:10:00.457604", 1435, 1, 0, 187, 29, 53, 3884, 196.73259721212239
"2021-03-29 01:10:02.454227", 1437, 1, 0, 188, 30, 52, 3890, 196.99926387878907
"2021-03-29 01:10:04.562416", 1439, 1, 0, 184, 29, 56, 3895, 197.28317192476607
"2021-03-29 01:10:06.558747", 1441, 1, 0, 180, 30, 60, 3901, 197.56428303587717
"2021-03-29 01:10:08.555608", 1443, 1, 0, 179, 29, 61, 3906, 197.85681177150934
"2021-03-29 01:10:10.648304", 1445, 1, 0, 179, 30, 61, 3912, 198.14070066039824
"2021-03-29 01:10:12.756479", 1448, 1, 0, 184, 28, 56, 3918, 198.4341530413506
"2021-03-29 01:10:14.657052", 1449, 1, 0, 174, 31, 66, 3923, 198.71802400909255
"2021-03-29 01:10:16.749676", 1452, 1, 0, 183, 28, 57, 3929, 199.01326210433064
"2021-03-29 01:10:18.857984", 1454, 1, 0, 172, 29, 69, 3935, 199.32188279398582
"2021-03-29 01:10:20.950408", 1456, 1, 0, 181, 29, 59, 3941, 199.61096325375593
"2021-03-29 01:10:23.154690", 1458, 1, 0, 181, 28, 59, 3947, 199.90977277756545
"2021-03-29 01:10:25.151375", 1460, 1, 0, 177, 31, 63, 3952, 200.18826740122137
"2021-03-29 01:10:27.147789", 1462, 1, 0, 177, 29, 64, 3958, 200.48654326329034
"2021-03-29 01:10:29.255824", 1464, 1, 0, 183, 28, 57, 3964, 200.78237659662366
"2021-03-29 01:10:31.348549", 1466, 1, 0, 175, 29, 65, 3970, 201.0841007345547
"2021-03-29 01:10:33.345252", 1468, 1, 0, 183, 30, 57, 3975, 201.35910073455472
"2021-03-29 01:10:35.453379", 1470, 1, 0, 186, 29, 54, 3981, 201.63898579202598
"2021-03-29 01:10:37.561494", 1472, 1, 0, 187, 29, 54, 3987, 201.91772142420987
"2021-03-29 01:10:39.558135", 1474, 1, 0, 194, 29, 48, 3992, 202.18496280352022
"2021-03-29 01:10:41.650895", 1476, 1, 0, 190, 30, 51, 3997, 202.4488516924091
"2021-03-29 01:10:43.663098", 1478, 1, 0, 170, 30, 72, 4003, 202.75274058129799
"2021-03-29 01:10:45.659819", 1480, 1, 0, 176, 30, 64, 4009, 203.04218502574244
"2021-03-29 01:10:47.752251", 1483, 1, 0, 171, 30, 71, 4015, 203.34385169240912
"2021-03-29 01:10:49.748931", 1485, 1, 0, 170, 29, 71, 4021, 203.65592065792637
"2021-03-29 01:10:51.649673", 1486, 1, 0, 163, 32, 81, 4027, 203.95696232459304
"2021-03-29 01:10:53.742187", 1489, 1, 0, 170, 28, 71, 4033, 204.2801766103073
"2021-03-29 01:10:55.850369", 1491, 1, 0, 181, 29, 59, 4038, 204.5698317827211
"2021-03-29 01:10:57.958495", 1493, 1, 0, 177, 29, 64, 4044, 204.8681076447901
"2021-03-29 01:10:59.955207", 1495, 1, 0, 179, 30, 61, 4050, 205.15144097812342
"2021-03-29 01:11:01.951804", 1497, 1, 0, 178, 29, 62, 4056, 205.44741798961766
"2021-03-29 01:11:03.948351", 1499, 1, 0, 177, 30, 63, 4061, 205.73519576739545
"2021-03-29 01:11:06.056582", 1501, 1, 0, 180, 29, 60, 4067, 206.0265750777403
"2021-03-29 01:11:08.053236", 1503, 1, 0, 178, 30, 62, 4073, 206.3126861888514
"2021-03-29 01:11:10.161491", 1505, 1, 0, 186, 29, 54, 4078, 206.59314595896632
"2021-03-29 01:11:12.254076", 1507, 1, 0, 189, 29, 52, 4084, 206.86843331528814
"2021-03-29 01:11:14.346337", 1509, 1, 0, 187, 29, 53, 4089, 207.1460195221847
"2021-03-29 01:11:16.343200", 1511, 1, 0, 186, 29, 54, 4095, 207.42590457965596
"2021-03-29 01:11:18.451380", 1513, 1, 0, 187, 29, 54, 4100, 207.70521492448356
"2021-03-29 01:11:20.543958", 1515, 1, 0, 191, 29, 50, 4106, 207.9770540049433
"2021-03-29 01:11:22.748145", 1518, 1, 0, 194, 27, 48, 4111, 208.26347375802973
"2021-03-29 01:11:24.856208", 1520, 1, 0, 187, 28, 54, 4117, 208.55275947231544
"2021-03-29 01:11:26.948765", 1522, 1, 0, 189, 29, 52, 4123, 208.8274721159936
"2021-03-29 01:11:29.056929", 1524, 1, 0, 190, 29, 51, 4128, 209.1016100470281
"2021-03-29 01:11:31.245382", 1526, 1, 0, 204, 28, 41, 4133, 209.36470528512334
"2021-03-29 01:11:33.241907", 1528, 1, 0, 182, 29, 58, 4139, 209.6520616069624
"2021-03-29 01:11:35.350365", 1530, 1, 0, 181, 30, 59, 4145, 209.9309504958513
"2021-03-29 01:11:37.442558", 1532, 1, 0, 189, 27, 52, 4150, 210.22539494029576
"2021-03-29 01:11:39.551211", 1534, 1, 0, 185, 29, 55, 4156, 210.50642942305439
"2021-03-29 01:11:41.659202", 1536, 1, 0, 184, 30, 56, 4161, 210.78087386749883
"2021-03-29 01:11:43.751677", 1539, 1, 0, 185, 28, 55, 4167, 211.07254053416548
"2021-03-29 01:11:45.860138", 1541, 1, 0, 187, 29, 53, 4173, 211.3507014537057
"2021-03-29 01:11:47.744962", 1543, 1, 0, 174, 31, 67, 4178, 211.63564769026485
"2021-03-29 01:11:49.949298", 1545, 1, 0, 177, 28, 63, 4184, 211.9427905474077
"2021-03-29 01:11:51.946000", 1547, 1, 0, 177, 29, 63, 4190, 212.23934227154564
"2021-03-29 01:11:53.942482", 1549, 1, 0, 176, 30, 64, 4196, 212.5287867159901
"2021-03-29 01:11:55.939143", 1551, 1, 0, 174, 30, 67, 4201, 212.82323116043455
"2021-03-29 01:11:57.951355", 1553, 1, 0, 175, 30, 65, 4207, 213.1137867159901
"2021-03-29 01:12:00.043948", 1555, 1, 0, 175, 29, 66, 4213, 213.41608556656482
"2021-03-29 01:12:02.248116", 1557, 1, 0, 177, 28, 63, 4219, 213.72382366180292
"2021-03-29 01:12:04.260496", 1559, 1, 0, 178, 29, 62, 4225, 214.0192259606535
"2021-03-29 01:12:06.241479", 1561, 1, 0, 182, 30, 58, 4230, 214.29755929398684
"2021-03-29 01:12:08.349597", 1563, 1, 0, 189, 29, 52, 4236, 214.57284665030866
"2021-03-29 01:12:10.745453", 1566, 1, 0, 194, 25, 48, 4242, 214.88351331697532
"2021-03-29 01:12:12.853735", 1568, 1, 0, 196, 28, 47, 4247, 215.15791807888007
"2021-03-29 01:12:15.057917", 1570, 1, 0, 191, 28, 50, 4253, 215.4394656979277
"2021-03-29 01:12:17.150442", 1572, 1, 0, 193, 29, 49, 4258, 215.70843121516907
"2021-03-29 01:12:19.147042", 1574, 1, 0, 193, 29, 49, 4264, 215.97739673241045
"2021-03-29 01:12:21.351348", 1576, 1, 0, 197, 27, 46, 4269, 216.25949549784255
"2021-03-29 01:12:23.555102", 1578, 1, 0, 197, 28, 46, 4275, 216.5321145454616
"2021-03-29 01:12:25.647944", 1580, 1, 0, 196, 28, 47, 4280, 216.80651930736636
"2021-03-29 01:12:27.852007", 1583, 1, 0, 203, 28, 42, 4286, 217.07080502165206
"2021-03-29 01:12:30.056156", 1585, 1, 0, 200, 28, 44, 4291, 217.33925740260443
"2021-03-29 01:12:32.148760", 1587, 1, 0, 202, 28, 43, 4296, 217.60532883117585
"2021-03-29 01:12:34.256881", 1589, 1, 0, 196, 29, 46, 4302, 217.8696966472678
"2021-03-29 01:12:36.445278", 1591, 1, 0, 200, 28, 44, 4307, 218.13755379012494
"2021-03-29 01:12:38.553645", 1593, 1, 0, 197, 29, 46, 4312, 218.40019746828585
"2021-03-29 01:12:40.549992", 1595, 1, 0, 190, 29, 51, 4318, 218.67433539932034
"2021-03-29 01:12:42.658341", 1597, 1, 0, 193, 29, 49, 4323, 218.94330091656172
"2021-03-29 01:12:44.846849", 1600, 1, 0, 200, 28, 44, 4328, 219.2117532975141
"2021-03-29 01:12:47.050777", 1602, 1, 0, 199, 28, 44, 4334, 219.48139615465695
"2021-03-29 01:12:49.143427", 1604, 1, 0, 189, 29, 52, 4339, 219.75725822362247
"2021-03-29 01:12:51.251400", 1606, 1, 0, 203, 28, 42, 4345, 220.02213917600344
"2021-03-29 01:12:53.439810", 1608, 1, 0, 200, 28, 44, 4350, 220.2905915569558
"2021-03-29 01:12:55.644177", 1610, 1, 0, 195, 27, 47, 4356, 220.5763940260916
"2021-03-29 01:12:57.752377", 1613, 1, 0, 198, 28, 45, 4361, 220.84722735942495
"2021-03-29 01:12:59.860689", 1615, 1, 0, 196, 29, 47, 4366, 221.1115951755169
"2021-03-29 01:13:01.857263", 1617, 1, 0, 179, 30, 61, 4372, 221.39381739773913
"2021-03-29 01:13:03.949776", 1619, 1, 0, 183, 29, 57, 4378, 221.68002429429086
"2021-03-29 01:13:06.058040", 1621, 1, 0, 181, 29, 59, 4383, 221.96910475406096
"2021-03-29 01:13:08.054568", 1623, 1, 0, 186, 29, 54, 4389, 222.24841509888856
"2021-03-29 01:13:10.147079", 1625, 1, 0, 195, 28, 47, 4394, 222.52341509888856
"2021-03-29 01:13:12.255296", 1627, 1, 0, 194, 30, 48, 4400, 222.7817484322219
"2021-03-29 01:13:14.251794", 1629, 1, 0, 176, 31, 64, 4405, 223.0618559591036
"2021-03-29 01:13:16.344619", 1631, 1, 0, 190, 29, 51, 4411, 223.33426975220706
"2021-03-29 01:13:18.452452", 1633, 1, 0, 196, 28, 47, 4416, 223.6086745141118
"2021-03-29 01:13:20.449243", 1635, 1, 0, 186, 30, 54, 4422, 223.87923006966736
"2021-03-29 01:13:22.653439", 1637, 1, 0, 202, 27, 43, 4427, 224.15515599559328
"2021-03-29 01:13:24.650065", 1639, 1, 0, 191, 30, 50, 4432, 224.4173782178155
"2021-03-29 01:13:26.758223", 1642, 1, 0, 191, 30, 51, 4438, 224.68071155114882
"2021-03-29 01:13:28.754820", 1644, 1, 0, 184, 30, 56, 4443, 224.9546004400377
"2021-03-29 01:13:30.847605", 1646, 1, 0, 187, 29, 53, 4449, 225.23218664693425
"2021-03-29 01:13:32.955630", 1648, 1, 0, 194, 28, 48, 4454, 225.50837712312472
"2021-03-29 01:13:34.952216", 1650, 1, 0, 186, 30, 55, 4459, 225.77948823423583
"2021-03-29 01:13:37.044939", 1652, 1, 0, 194, 28, 48, 4465, 226.05627394852155
"2021-03-29 01:13:39.153077", 1654, 1, 0, 192, 29, 50, 4470, 226.32753831633764
"2021-03-29 01:13:41.245383", 1656, 1, 0, 196, 29, 47, 4476, 226.59248084507328
"2021-03-29 01:13:43.353735", 1658, 1, 0, 186, 29, 54, 4481, 226.87179118990088
"2021-03-29 01:13:45.350399", 1660, 1, 0, 181, 30, 59, 4487, 227.1501245232342
"2021-03-29 01:13:47.442869", 1662, 1, 0, 186, 29, 54, 4492, 227.4294348680618
"2021-03-29 01:13:49.551157", 1664, 1, 0, 191, 29, 50, 4498, 227.70127394852156
"2021-03-29 01:13:51.547846", 1666, 1, 0, 182, 30, 58, 4503, 227.97905172629933
"2021-03-29 01:13:53.544438", 1668, 1, 0, 177, 30, 63, 4509, 228.26627394852156
"2021-03-29 01:13:55.652724", 1670, 1, 0, 189, 29, 52, 4514, 228.54213601748708
"2021-03-29 01:13:57.649267", 1672, 1, 0, 176, 30, 65, 4520, 228.83213601748707
"2021-03-29 01:13:59.741738", 1675, 1, 0, 183, 30, 57, 4526, 229.10880268415374
"2021-03-29 01:14:01.753985", 1677, 1, 0, 185, 30, 56, 4531, 229.38158046193152
"2021-03-29 01:14:03.846568", 1679, 1, 0, 183, 29, 57, 4537, 229.66721264583956
"2021-03-29 01:14:06.050727", 1681, 1, 0, 179, 27, 61, 4543, 229.98264474460498
"2021-03-29 01:14:10.554780", 1685, 1, 0, 206, 13, 40, 4550, 230.54418320614346
"2021-03-29 01:14:12.551549", 1687, 1, 0, 182, 30, 58, 4558, 230.8225165394768
"2021-03-29 01:14:14.644134", 1689, 1, 0, 198, 29, 45, 4564, 231.08343607970667
"2021-03-29 01:14:16.656382", 1691, 1, 0, 187, 30, 54, 4569, 231.35288052415112
"2021-03-29 01:14:18.844930", 1694, 1, 0, 208, 27, 39, 4574, 231.62016447476842
"2021-03-29 01:14:20.952961", 1696, 1, 0, 189, 30, 51, 4580, 231.8851644747684
"2021-03-29 01:14:22.853729", 1698, 1, 0, 182, 31, 58, 4585, 232.15290641025229
"2021-03-29 01:14:24.850286", 1700, 1, 0, 189, 30, 52, 4590, 232.41846196580784
"2021-03-29 01:14:26.942536", 1702, 1, 0, 188, 29, 52, 4596, 232.69489874741703
"2021-03-29 01:14:29.051037", 1704, 1, 0, 186, 29, 55, 4602, 232.97535851753196
"2021-03-29 01:14:31.047699", 1706, 1, 0, 183, 30, 57, 4607, 233.25146962864306
"2021-03-29 01:14:33.044436", 1708, 1, 0, 182, 30, 59, 4613, 233.5298029619764
"2021-03-29 01:14:35.056522", 1710, 1, 0, 181, 30, 59, 4618, 233.81035851753197
"2021-03-29 01:14:37.053042", 1712, 1, 0, 186, 29, 55, 4623, 234.0908182876469
"2021-03-29 01:14:39.241685", 1714, 1, 0, 193, 28, 49, 4629, 234.36938971621834
"2021-03-29 01:14:41.349918", 1716, 1, 0, 189, 28, 51, 4635, 234.6533182876469
"2021-03-29 01:14:43.553948", 1718, 1, 0, 195, 28, 47, 4640, 234.92772304955164
"2021-03-29 01:14:45.646465", 1720, 1, 0, 200, 29, 44, 4646, 235.1869184518505
"2021-03-29 01:14:47.754627", 1723, 1, 0, 198, 29, 45, 4651, 235.44783799208037
